,0
4858,Uba1y
4859,Uba6
4860,Ubac1
4861,Ubap1
4862,Ubash3b
4863,Ube2b
4864,Ube2d1
4865,Ube2g1
4866,Ube2g2
4867,Ube2i
4868,Ube2m
4869,Ube2n
4870,Ube2r2
4871,Ube2u
4872,Ube3a
4873,Ublcp1
4874,Ubr5
4875,Ubr7
4876,Ubtf
4877,Ubxn7
4878,Uchl1
4879,Ucn3
4880,Ucp1
4881,Ucp3
4882,Ufd1
4883,Ufl1
4884,Ugt8a
4885,Uhrf1
4886,Uhrf2
4887,Ulk1
4888,Unc13b
4889,Unc5c
4890,Unc93b1
4891,Uncx
4892,Ung
4893,Upk1b
4894,Upk3b
4895,Uri1
4896,Urm1
4897,Usp14
4898,Usp18
4899,Usp2
4900,Usp22
4901,Usp25
4902,Usp3
4903,Usp32
4904,Usp47
4905,Usp50
4906,Usp54
4907,Usp7
4908,Utp25
4909,Utrn
4910,Uts2
4911,Uts2b
4912,Vamp2
4913,Vamp3
4914,Vangl1
4915,Vangl2
4916,Vasp
4917,Vat1
4918,Vav1
4919,Vav2
4920,Vax1
4921,Vax2
4922,Vcam1
4923,Vcan
4924,Vcl
4925,Vcp
4926,Vdac1
4927,Vdac2
4928,Vdr
4929,Vegfa
4930,Vegfb
4931,Vegfc
4932,Vegfd
4933,Vgll2
4934,Vhl
4935,Vil1
4936,Vip
4937,Vipas39
4938,Vipr1
4939,Vipr2
4940,Virma
4941,Vit
4942,Vldlr
4943,Vps13a
4944,Vps25
4945,Vps26b
4946,Vps28
4947,Vps51
4948,Vps54
4949,Vps72
4950,Vps9d1
4951,Vsig1
4952,Vsir
4953,Vstm2a
4954,Vstm4
4955,Vstm5
4956,Vsx1
4957,Vsx2
4958,Vtcn1
4959,Vtn
4960,Vwa8
4961,Vwc2l
4962,Vwf
4963,Vxn
4964,Wap
4965,Wapl
4966,Was
4967,Washc1
4968,Washc2
4969,Washc3
4970,Washc4
4971,Washc5
4972,Wasl
4973,Wdr34
4974,Wdr36
4975,Wdr37
4976,Wdr4
4977,Wdr45
4978,Wdr5
4979,Wdr59
4980,Wdr61
4981,Wdr62
4982,Wdr82
4983,Wdr83
4984,Wdtc1
4985,Wee1
4986,Wfdc18
4987,Whrn
4988,Wif1
4989,Wipf1
4990,Wiz
4991,Wls
4992,Wnt1
4993,Wnt10a
4994,Wnt10b
4995,Wnt11
4996,Wnt16
4997,Wnt2
4998,Wnt2b
4999,Wnt3
5000,Wnt3a
5001,Wnt4
5002,Wnt5a
5003,Wnt5b
5004,Wnt6
5005,Wnt7a
5006,Wnt7b
5007,Wnt8a
5008,Wnt8b
5009,Wnt9a
5010,Wnt9b
5011,Wrap53
5012,Wrap73
5013,Wrnip1
5014,Wsb1
5015,Wt1
5016,Wtip
5017,Wwox
5018,Wwtr1
5019,Xcl1
5020,Xcr1
5021,Xiap
5022,Xist
5023,Xkr6
5024,Xpa
5025,Xpo1
5026,Xrcc1
5027,Xrcc2
5028,Xrcc4
5029,Xrcc5
5030,Xrcc6
5031,Yap1
5032,Yars
5033,Ybx3
5034,Yeats2
5035,Yeats4
5036,Yes1
5037,Yif1a
5038,Yipf1
5039,Ywhae
5040,Ywhag
5041,Ywhaz
5042,Yy1
5043,Zap70
5044,Zbp1
5045,Zbtb16
5046,Zbtb4
5047,Zbtb46
5048,Zbtb7a
5049,Zbtb7b
5050,Zbtb8b
5051,Zc3h11a
5052,Zc3h12a
5053,Zc3h14
5054,Zc3hc1
5055,Zcchc12
5056,Zdhhc18
5057,Zdhhc2
5058,Zdhhc6
5059,Zdhhc7
5060,Zdhhc8
5061,Zeb1
5062,Zeb2
5063,Zfand2a
5064,Zfand2b
5065,Zfand4
5066,Zfhx3
5067,Zfp106
5068,Zfp111
5069,Zfp148
5070,Zfp219
5071,Zfp24
5072,Zfp281
5073,Zfp42
5074,Zfp503
5075,Zfp536
5076,Zfp57
5077,Zfp750
5078,Zfp819
5079,Zfp979
5080,Zfpl1
5081,Zfpm2
5082,Zfyve9
5083,Zic1
5084,Zic2
5085,Zic3
5086,Zic4
5087,Zkscan1
5088,Zmpste24
5089,Zmynd10
5090,Zmynd19
5091,Zp1
5092,Zp3
5093,Zscan2
5094,Zscan21
5095,Zswim5
5096,Zswim9
5097,Zup1
5098,Zyx
5099,Zzef1
5100,a
